ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
270	rstanarm/gasoline_beta	rstanarm	gasoline_beta	true	Gasoline Yield — Beta Regression (Mean Only)	gasoline_yield	gasoline_yield	yield ~ gravity + pressure + temp10 + batch			https://mc-stan.org/rstanarm/articles/betareg.html	https://vincentarelbundock.github.io/Rdatasets/csv/betareg/GasolineYield.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.490464+00:00	200	0	https://mc-stan.org/rstanarm/articles/betareg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	yield,pressure,batch	gravity,temp10	partial_semantic_terms:3/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=9083; matched_terms=batch,gasoline,pressure,yield; context_sha256=a3785a003ef5b7b5	09187c56b853cea8a08d6a08143de1b267e82921e8ee20b3f4e2275a45c2c00a
271	rstanarm/gasoline_beta_distr	rstanarm	gasoline_beta_distr	true	Gasoline Yield — Distributional Beta Regression	gasoline_yield	gasoline_yield	yield ~ gravity + pressure + temp10 + batch | gravity + pressure			https://mc-stan.org/rstanarm/articles/betareg.html	https://vincentarelbundock.github.io/Rdatasets/csv/betareg/GasolineYield.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.490464+00:00	200	0	https://mc-stan.org/rstanarm/articles/betareg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	yield,pressure,batch	gravity,temp10	partial_semantic_terms:3/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=9083; matched_terms=batch,gasoline,pressure,yield; context_sha256=a3785a003ef5b7b5	09187c56b853cea8a08d6a08143de1b267e82921e8ee20b3f4e2275a45c2c00a
272	rstanarm/cbpp_glmm	rstanarm	cbpp_glmm	true	Bovine Pleuropneumonia — Binomial GLMM	cbpp_glmm	cbpp_rs	cbind(incidence, size - incidence) ~ size + period + (1|herd)			https://mc-stan.org/rstanarm/articles/glmer.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.513258+00:00	200	0	https://mc-stan.org/rstanarm/articles/glmer.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	period	cbind,incidence,size,herd	insufficient_terms:1/5	not_claimed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=13900; matched_terms=period; context_sha256=f247dbe11b6eb839	f2563a582de8860513c8a519c3360be5edf58e78e8c673da7542b4305c0ce32b
273	rstanarm/bball_pooled	rstanarm	bball_pooled	true	MLB Batting 1970 — Complete Pooling	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ 1			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.536226+00:00	200	0	https://mc-stan.org/rstanarm/articles/pooling.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	cbind,hits		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2619; matched_terms=batting,bball1970,hits; context_sha256=61f02db1bd365e7f	4f81fd6bbec4833fbdfe96e57477cc9183e5d14d1823f1e3d05ce7f255f06f58
274	rstanarm/bball_nopooling	rstanarm	bball_nopooling	true	MLB Batting 1970 — No Pooling	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ 0 + Player			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.536226+00:00	200	0	https://mc-stan.org/rstanarm/articles/pooling.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	cbind,hits,player		partial_semantic_terms:3/3	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=2619; matched_terms=batting,bball1970,hits,player; context_sha256=61f02db1bd365e7f	4f81fd6bbec4833fbdfe96e57477cc9183e5d14d1823f1e3d05ce7f255f06f58
275	rstanarm/bball_partial	rstanarm	bball_partial	true	MLB Batting 1970 — Partial Pooling (Hierarchical)	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ (1|Player)			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.536226+00:00	200	0	https://mc-stan.org/rstanarm/articles/pooling.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	cbind,hits,player		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2619; matched_terms=batting,bball1970,hits,player; context_sha256=61f02db1bd365e7f	4f81fd6bbec4833fbdfe96e57477cc9183e5d14d1823f1e3d05ce7f255f06f58
276	vasishth/pupil	vasishth	pupil	true	Pupil Dilation Experiment — Gaussian Regression	pupil	pupil	p_size ~ 1 + c_load			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/z43dz/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		p_size,c_load	insufficient_root_page_terms:0/2	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=2657; matched_terms=pupil; context_sha256=dc0c03f132244ae5	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
277	vasishth/spacebar	vasishth	spacebar	true	Spacebar-Pressing Response Times — Lognormal Regression	spacebar	spacebar	t ~ 1 + c_trial			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		c_trial	insufficient_root_page_terms:0/1	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=1980; matched_terms=pressing,regression; context_sha256=2f32c21d7a0de7e7	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
278	vasishth/recall_wm	vasishth	recall_wm	true	Working Memory Recall Accuracy — Logistic Regression	recall_wm	recall_wm	correct ~ 1 + c_set_size			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/6r9ka/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	correct	c_set_size	insufficient_root_page_terms:1/2	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=7078; matched_terms=accuracy,memory,working; context_sha256=5e8142b627513c3c	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
279	vasishth/n400_uncorr	vasishth	n400_uncorr	true	N400 EEG — Uncorrelated Varying Slopes	n400	n400	n400 ~ c_cloze + (c_cloze || subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	n400	c_cloze,subj	insufficient_root_page_terms:1/3	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3381; matched_terms=n400,slopes,varying; context_sha256=04635c6336d488d7	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
280	vasishth/n400_corr	vasishth	n400_corr	true	N400 EEG — Correlated Varying Slopes	n400	n400	n400 ~ c_cloze + (c_cloze | subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	n400	c_cloze,subj	insufficient_root_page_terms:1/3	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3381; matched_terms=correlated,n400,slopes,varying; context_sha256=04635c6336d488d7	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
281	vasishth/n400_crossed	vasishth	n400_crossed	true	N400 EEG — Crossed Random Effects	n400	n400	n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	n400,item	c_cloze,subj	insufficient_root_page_terms:2/4	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3381; matched_terms=item,n400; context_sha256=04635c6336d488d7	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
282	vasishth/n400_distr	vasishth	n400_distr	true	N400 EEG — Distributional Model for Sigma	n400	n400	bf(n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item), sigma ~ 1 + (1 | subj))			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	n400,item	c_cloze,subj	insufficient_root_page_terms:2/4	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3381; matched_terms=distributional,item,n400; context_sha256=04635c6336d488d7	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
283	vasishth/stroop	vasishth	stroop	true	Stroop Task — Lognormal Varying-Slopes Model	stroop	stroop	RT ~ c_cond + (c_cond | subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/n8xa7/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		c_cond,subj	insufficient_root_page_terms:0/2	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3811; matched_terms=slopes,stroop,varying; context_sha256=a06edce566caf0d3	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
284	vasishth/pooling_partial	vasishth	pooling_partial	true	Hierarchical Pooling — Partial Pooling	pooling	pooling	y ~ 1 + (1 | subj)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		subj	insufficient_root_page_terms:0/1	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3408; matched_terms=hierarchical,pooling; context_sha256=6e18afc0025cec7b	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
285	vasishth/pooling_complete	vasishth	pooling_complete	true	Hierarchical Pooling — Complete Pooling	pooling	pooling	y ~ 1			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3408; matched_terms=complete,hierarchical,pooling; context_sha256=6e18afc0025cec7b	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
286	vasishth/pooling_none	vasishth	pooling_none	true	Hierarchical Pooling — No Pooling	pooling	pooling	y ~ 0 + factor(subj)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	factor	subj	insufficient_root_page_terms:1/2	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3408; matched_terms=factor,hierarchical,pooling; context_sha256=6e18afc0025cec7b	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
287	vasishth/contrasts1_treatment	vasishth	contrasts1_treatment	true	Contrast Coding — Treatment Contrast	contrasts1	contrasts1	DV ~ F			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3994; matched_terms=coding,contrast,treatment; context_sha256=35c65b83c306ef95	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
288	vasishth/contrasts1_cellmeans	vasishth	contrasts1_cellmeans	true	Contrast Coding — Cell-Means Parameterization	contrasts1	contrasts1	DV ~ -1 + F			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3994; matched_terms=cell,coding,contrast,means,parameterization; context_sha256=35c65b83c306ef95	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
289	vasishth/contrasts1_monotonic	vasishth	contrasts1_monotonic	true	Contrast Coding — Monotonic Effect	contrasts1	contrasts1	DV ~ 1 + mo(F)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=3994; matched_terms=coding,contrast,effect,monotonic; context_sha256=35c65b83c306ef95	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
290	vasishth/contrasts2x2_factorial	vasishth	contrasts2x2_factorial	true	2×2 Factorial — Full Factorial Model	contrasts2x2	contrasts2x2	DV ~ A * B			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=4965; matched_terms=factorial; context_sha256=16820ec92d1e4218	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
291	vasishth/contrasts2x2_nested	vasishth	contrasts2x2_nested	true	2×2 Factorial — Nested Model	contrasts2x2	contrasts2x2	DV ~ B / A			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_root_page_terms:0/0	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=4965; matched_terms=factorial,nested; context_sha256=16820ec92d1e4218	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
292	vasishth/contrasts2x2_logistic	vasishth	contrasts2x2_logistic	true	2×2 Factorial — Logistic Regression	contrasts2x2	contrasts2x2	pDV ~ A * B			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		pdv	insufficient_root_page_terms:0/1	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=4965; matched_terms=factorial; context_sha256=16820ec92d1e4218	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
293	vasishth/meta_sbi	vasishth	meta_sbi	true	Meta-Analysis — Random Effects Model	meta_sbi	meta_sbi	effect | resp_se(SE, sigma = FALSE) ~ 1 + (1 | study_id)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	effect,resp_se	study_id	insufficient_root_page_terms:2/3	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=30; matched_terms=analysis,random; context_sha256=272356c594e5fcad	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
294	vasishth/indiv_diff_naive	vasishth	indiv_diff_naive	true	Individual Differences — Naive OLS	indiv_diff	indiv_diff	mean_rspeed ~ c_mean_pcu			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		mean_rspeed,c_mean_pcu	insufficient_root_page_terms:0/2	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=7044; matched_terms=individual; context_sha256=5a6aca1b85321831	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
295	vasishth/indiv_diff_me	vasishth	indiv_diff_me	true	Individual Differences — Measurement Error Model	indiv_diff	indiv_diff	mean_rspeed | resp_se(se_rspeed, sigma = TRUE) ~ me(c_mean_pcu, se_pcu)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.657145+00:00	200	0	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	resp_se	mean_rspeed,se_rspeed,c_mean_pcu,se_pcu	insufficient_root_page_terms:1/5	not_claimed	name_or_key_present	unverifiable	Cited book root exposes navigation/TOC text but no stable row-level formula anchor; term overlap is insufficient.		text_offset=7044; matched_terms=error,individual,measurement; context_sha256=5a6aca1b85321831	0da3ad5098c1564dc496c72497e159de860a3987c94ab887a5f4f2dada80a1c6
296	bmm/mixture2p_setsize	bmm	mixture2p_setsize	true	Mixture2p — Two-Parameter Mixture Model (Set Size Effects)	color_wheel_mixture	bays2009_synth	thetat ~ 0 + set_size + (0 + set_size | id); kappa ~ 0 + set_size + (0 + set_size | id)			https://venpopov.github.io/bmm/articles/bmm_mixture_models.html	synthetic	bmm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.506686+00:00	200	0	https://venpopov.com/bmm/articles/bmm_mixture_models.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	thetat,set_size,kappa		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=304; matched_terms=mixture,mixture2p,model,parameter,two; context_sha256=8acdd559218600da	94d3dddc560dab3bd667ef9f5925d94c62986d7b1a898be4f936aafc2ea3b780
297	bmm/mixture3p_setsize	bmm	mixture3p_setsize	true	Mixture3p — Three-Parameter Mixture Model (Non-Target Swaps)	color_wheel_mixture	bays2009_synth	thetat ~ 0 + set_size + (0 + set_size | id); thetant ~ 0 + set_size + (0 + set_size | id); kappa ~ 0 + set_size + (0 + set_size | id)			https://venpopov.github.io/bmm/articles/bmm_mixture_models.html	synthetic	bmm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.506686+00:00	200	0	https://venpopov.com/bmm/articles/bmm_mixture_models.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	thetat,set_size,thetant,kappa		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2056; matched_terms=kappa,mixture3p,non,target; context_sha256=8b6fd683436daffe	94d3dddc560dab3bd667ef9f5925d94c62986d7b1a898be4f936aafc2ea3b780
298	bmm/sdm_condition	bmm	sdm_condition	true	SDM — Signal Discrimination Model (Condition Effects)	sdm_condition	sdm_synth	c ~ 0 + cond; kappa ~ 0 + cond			https://venpopov.github.io/bmm/articles/bmm_sdm_simple.html	synthetic	bmm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.519856+00:00	200	0	https://venpopov.com/bmm/articles/bmm_sdm_simple.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	cond,kappa		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=33; matched_terms=discrimination,model,sdm,signal; context_sha256=940076ea42039941	ad66d7e4537a123137fbcb012c1f1e98fe0581e873b6be86bc91e171c347dcb1
299	bmm/imm_full_condition	bmm	imm_full_condition	true	IMM Full — Interference Measurement Model (All Four Parameters)	imm_condition	imm_synth	c ~ 0 + cond; a ~ 0 + cond; s ~ 0 + cond; kappa ~ 0 + cond			https://venpopov.github.io/bmm/articles/bmm_imm.html	synthetic	bmm.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.490475+00:00	200	0	https://venpopov.com/bmm/articles/bmm_imm.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	cond,kappa		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=36; matched_terms=imm,interference,measurement,model; context_sha256=e5104adb7999fb04	c4b15c50ca0952de9e5714c219af342de8836efdea4fc9f802aae0c0bd0fa3e4
300	flocker/single_season_repvarying	flocker	single_season_repvarying	true	Single-Season Occupancy — Multi-Species with Event Covariates	single_season	fd_rep_varying	occ: ~ uc1 + (1 + uc1 | species); det: ~ uc1 + ec1 + (1 + uc1 + ec1 | species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	occ,uc1,species,ec1	det	partial_semantic_terms:4/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=8; matched_terms=multi,occ,occupancy,season,single,with; context_sha256=82c40cbbd2585ba1	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
301	flocker/single_season_repconstant	flocker	single_season_repconstant	true	Single-Season Occupancy — Multi-Species, No Event Covariates	single_season	fd_rep_varying	occ: ~ uc1 + (1 + uc1 | species); det: ~ uc1 + (1 + uc1 | species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	occ,uc1,species	det	partial_semantic_terms:3/4	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=8; matched_terms=multi,occ,occupancy,season,single; context_sha256=82c40cbbd2585ba1	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
302	flocker/colex_explicit	flocker	colex_explicit	true	Colonisation-Extinction — Explicit Initial Occupancy	colex_multiseason	fd_multi	occ: ~ uc1; det: ~ uc1 + ec1; col: ~ uc1; ex: ~ uc1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	occ,uc1,ec1	det,col	partial_semantic_terms:3/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=7618; matched_terms=ec1,extinction,uc1; context_sha256=be85c1023b3b2173	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
303	flocker/colex_equilibrium	flocker	colex_equilibrium	true	Colonisation-Extinction — Equilibrium Initial Occupancy	colex_multiseason	fd_multi	det: ~ uc1 + ec1; col: ~ uc1; ex: ~ uc1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	uc1,ec1	det,col	insufficient_terms:2/4	not_claimed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=7618; matched_terms=ec1,extinction,uc1; context_sha256=be85c1023b3b2173	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
