ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	description
208	kruschke/htwt110_single	kruschke	htwt110_single	true	Logistic Regression — Single Predictor (Weight)	htwt110	htwt110	male ~ 1 + weight_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			Logistic regression predicting sex from standardized weight; single metric predictor.
209	kruschke/htwt110_two_pred	kruschke	htwt110_two_pred	true	Logistic Regression — Two Predictors (Weight and Height)	htwt110	htwt110	male ~ 1 + weight_z + height_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			Logistic regression with two metric predictors; collinear but jointly informative for predicting sex.
210	kruschke/htwt110_robust	kruschke	htwt110_robust	true	Robust Logistic Regression — Mixture with Guessing	htwt110	htwt110	bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			Robust nonlinear logistic model; `a` = probability of guessing (mixture weight); identity link; estimated via `nl = TRUE`.
211	kruschke/softmax_categorical	kruschke	softmax_categorical	true	Softmax — Categorical Regression with Two Predictors	softmax	softmax1	Y ~ 0 + Intercept + X1 + X2			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	kruschke.jl			Categorical/softmax regression with separate intercept per category; `categorical` family.
212	kruschke/softmax_baseline	kruschke	softmax_baseline	true	Softmax — Intercepts-Only Baseline	softmax	softmax1	Y ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	kruschke.jl			Intercepts-only softmax model; estimates baseline probability per category with no predictors.
213	kruschke/condlog1_ordinal	kruschke	condlog1_ordinal	true	Conditional Logistic — Ordinal Regression (Data Set 1)	softmax	condlog1	Y_ord ~ 1 + cs(X1) + cs(X2)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData1.csv	kruschke.jl			Sequential ordinal regression with category-specific slopes via `cs()`; `sratio` family. First conditional logistic dataset.
214	kruschke/condlog2_ordinal	kruschke	condlog2_ordinal	true	Conditional Logistic — Ordinal Regression (Data Set 2)	softmax	condlog2	Y_ord ~ 1 + cs(X1) + cs(X2)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData2.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData2.csv	kruschke.jl			Sequential ordinal regression with category-specific slopes via `cs()`; `sratio` family. Second conditional logistic dataset.
215	kruschke/ordinal_probit_intercept	kruschke	ordinal_probit_intercept	true	Ordinal Probit — Intercept Only	ordinal_probit	ordinal_probit	Y ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	kruschke.jl			Intercept-only ordinal probit model; thresholds estimated with `cumulative` family and no predictors.
216	kruschke/ordinal_probit_disc	kruschke	ordinal_probit_disc	true	Ordinal Probit — Discrimination Parameter	ordinal_probit	ordinal_probit	bf(Y ~ 1 + X) + lf(disc ~ 0 + X, cmc = FALSE)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	kruschke.jl			Ordinal model with discrimination parameter; `disc` controls category spacing and varies with X; `lf()` submodel.
217	kruschke/ordinal_probit_hetero	kruschke	ordinal_probit_hetero	true	Ordinal Probit — Heteroscedastic Gaussian Comparison	ordinal_probit	ordinal_probit	bf(Y ~ 0 + X, sigma ~ 0 + X)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	kruschke.jl			Heteroscedastic Gaussian comparison model; `sigma` varies with X; alternative to ordinal family.
218	kruschke/happiness_assets	kruschke	happiness_assets	true	Happiness and Assets — Cumulative Ordinal Probit	happiness_assets	happiness_assets	Happiness ~ 1 + Assets_s			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HappinessAssetsDebt.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HappinessAssetsDebt.csv	kruschke.jl			Cumulative ordinal probit with standardized assets as predictor; `Assets_s` = (Assets - mean) / sd.
219	kruschke/movies	kruschke	movies	true	Movie Ratings — Cumulative Ordinal Regression	movies	movies	Rating ~ 1 + Year_s + Length_s			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Movies.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Movies.csv	kruschke.jl			Cumulative ordinal regression; `Year` and `Length` standardized to `Year_s` and `Length_s`.
220	kruschke/haireye_poisson	kruschke	haireye_poisson	true	Hair-Eye Color — Poisson Log-Linear	haireye	haireye	Count ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	kruschke.jl			Poisson log-linear model with main effects and interaction as random effects; models 4×4 contingency table.
221	kruschke/haireye_binomial	kruschke	haireye_binomial	true	Hair-Eye Color — Binomial Version	haireye	haireye	Count | trials(264) ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	kruschke.jl			Binomial version of the 4×4 hair-eye contingency table; `trials(264)` = total N; same random-effects structure as Poisson variant.
222	kruschke/censored_missing	kruschke	censored_missing	true	Censored Data — Missing Values Model	censored	censored	y_na ~ 1			synthetic	synthetic	kruschke.jl			Gaussian model with missing values; brms uses listwise deletion by default. 50 MCAR missing observations out of 500.
223	kruschke/censored_lr	kruschke	censored_lr	true	Censored Data — Left/Right Censoring	censored	censored	y1 | cens(cen1) ~ 1			synthetic	synthetic	kruschke.jl			"Left/right censored Gaussian model; `cen1` ∈ {""left"", ""none"", ""right""}; censored at 85 and 115."
224	kruschke/censored_interval	kruschke	censored_interval	true	Censored Data — Interval Censoring	censored	censored	y2 | cens(cen2, y3) ~ 1			synthetic	synthetic	kruschke.jl			Interval censored Gaussian model; `y3` = upper bound of each interval; values rounded to nearest 5.
225	burkner_papers/epilepsy_base	burkner_papers	epilepsy_base	true	Epileptic Seizure Counts — Poisson GLMM	epilepsy	epilepsy	count ~ zBase * Trt + (1 | patient)			https://doi.org/10.18637/jss.v080.i01	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/epil.csv	burkner_papers.jl			Poisson GLMM; interaction of standardised baseline × treatment; random patient intercept.
226	burkner_papers/epilepsy_trunc	burkner_papers	epilepsy_trunc	true	Epileptic Seizure Counts — Truncated Poisson	epilepsy	epilepsy	count | trunc(ub = 104) ~ zBase * Trt + (1 | patient)			https://doi.org/10.18637/jss.v080.i01	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/epil.csv	burkner_papers.jl			Same Poisson GLMM with upper truncation at 104 (the maximum possible count per visit).
227	burkner_papers/epilepsy_simple	burkner_papers	epilepsy_simple	true	Epileptic Seizure Counts — Simplified Main Effects	epilepsy	epilepsy	count ~ Trt + (1 | patient)			https://doi.org/10.18637/jss.v080.i01	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/epil.csv	burkner_papers.jl			Simplified main-effects Poisson; omits baseline covariate; comparison model.
228	burkner_papers/inhaler	burkner_papers	inhaler	true	Inhaler Ordinal Ratings — Sequential Ratio Model	inhaler	inhaler	rating ~ period + carry + cs(treat)			https://doi.org/10.18637/jss.v080.i01	synthetic	burkner_papers.jl			"Sequential ratio ordinal model; `cs()` = category-specific coefficient for `treat`; `sratio(""logit"")` family estimates P(Y > k | Y ≥ k) at each threshold."
229	burkner_papers/kidney	burkner_papers	kidney	true	Kidney Recurrence Times — Lognormal Survival	kidney	kidney	time | cens(censored) ~ age * sex + disease + (1 | patient)			https://doi.org/10.18637/jss.v080.i01	synthetic	burkner_papers.jl			Lognormal survival model; `cens()` handles right-censored observations; random intercept per patient accounts for within-patient correlation between two kidneys.
230	burkner_papers/hetero_jss_sigma	burkner_papers	hetero_jss_sigma	true	Heteroscedastic Model — Group-Specific Sigma	hetero_jss	hetero_jss	bf(y ~ x, sigma ~ 0 + x)			https://doi.org/10.18637/jss.v080.i01	synthetic	burkner_papers.jl			Gaussian with group-specific `sigma`; the sub-formula `sigma ~ 0 + x` models log(sigma) as a function of `x`.
231	burkner_papers/hetero_jss_quantile	burkner_papers	hetero_jss_quantile	true	Quantile Regression — Asymmetric Laplace	hetero_jss	hetero_jss	bf(y ~ x, quantile = 0.25)			https://doi.org/10.18637/jss.v080.i01	synthetic	burkner_papers.jl			Bayesian quantile regression at the 25th percentile using an asymmetric Laplace distribution.
232	burkner_papers/fish_rj_poisson	burkner_papers	fish_rj_poisson	true	Fish Counts — Poisson Baseline	fish_rj	fish_rj	count ~ persons + child + camper			https://doi.org/10.32614/RJ-2018-017	http://paulbuerkner.com/data/fish.csv	burkner_papers.jl			Poisson model for fishing trip catch counts; no zero-inflation component.
233	burkner_papers/fish_rj_zip	burkner_papers	fish_rj_zip	true	Fish Counts — Zero-Inflated Poisson	fish_rj	fish_rj	bf(count ~ persons + child + camper, zi ~ child)			https://doi.org/10.32614/RJ-2018-017	http://paulbuerkner.com/data/fish.csv	burkner_papers.jl			Zero-inflated Poisson; `zi` sub-model predicts structural-zero probability from `child`.
234	burkner_papers/rent99_spline	burkner_papers	rent99_spline	true	Munich Rent Data — Tensor-Product Spline	rent99	rent99	rentsqm ~ t2(area, yearc) + (1 | district)			https://doi.org/10.32614/RJ-2018-017	synthetic	burkner_papers.jl			Tensor-product spline of area × construction year; random intercept per district.
235	burkner_papers/rent99_distr	burkner_papers	rent99_distr	true	Munich Rent Data — Distributional Smooth Regression	rent99	rent99	bf(rentsqm ~ t2(area, yearc) + (1 | ID1 | district), sigma ~ t2(area, yearc) + (1 | ID1 | district))			https://doi.org/10.32614/RJ-2018-017	synthetic	burkner_papers.jl			Distributional model: both mean and log(sigma) are smooth functions; `ID1` label allows correlation between the two sets of district random effects.
236	burkner_papers/loss_rj	burkner_papers	loss_rj	true	Nonlinear Loss Development — Weibull Curve	loss_rj	loss_rj	bf(cum ~ ult * (1 - exp(-(dev/theta)^omega)), ult ~ 1 + (1 | AY), omega ~ 1, theta ~ 1, nl = TRUE)			https://doi.org/10.32614/RJ-2018-017	synthetic	burkner_papers.jl			Weibull loss development curve; `ult` (ultimate loss) varies by accident year; `omega` = shape, `theta` = scale; `nl = TRUE` enables the nonlinear formula.
237	burkner_papers/multi_member_equal	burkner_papers	multi_member_equal	true	Multiple Membership Model — Equal Weights	multi_member	multi_member	y ~ 1 + (1 | mm(s1, s2))			https://doi.org/10.32614/RJ-2018-017	synthetic	burkner_papers.jl			Equal-weight multiple membership; student outcome depends equally on two schools.
238	burkner_papers/multi_member_weighted	burkner_papers	multi_member_weighted	true	Multiple Membership Model — Weighted	multi_member	multi_member	y ~ 1 + (1 | mm(s1, s2, weights = cbind(w1, w2)))			https://doi.org/10.32614/RJ-2018-017	synthetic	burkner_papers.jl			Weighted multiple membership; `w1 + w2 = 1` for each student; weights the school random effects by the time spent at each school.
239	action_models/rw_jget_lr	action_models	rw_jget_lr	true	Rescorla-Wagner × JGET — Learning Rate vs. Delusional Ideation	rw_jget	jget_sub	learning_rate ~ 1 + pdi_total + session + (1 | ID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/D_tutorials_examples/example_jget.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/JGET	action_models.jl			Population-level hierarchical regression of the Rescorla-Wagner learning rate (α) on Peters Delusions Inventory (PDI) total score and session number. `(1|ID)` captures between-subject variability. α is constrained to [0,1] via logistic transformation; regression prior: Normal(0, 0.5) on PDI coefficient.  Note: `learning_rate` is a latent parameter estimated by running ActionModels on the trial-level JGET data before this regression is applied.
240	action_models/rw_jget_noise	action_models	rw_jget_noise	true	Rescorla-Wagner × JGET — Action Noise vs. Delusional Ideation	rw_jget	jget_sub	action_noise ~ 1 + pdi_total + session + (1 | ID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/D_tutorials_examples/example_jget.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/JGET	action_models.jl			Population-level hierarchical regression of the Rescorla-Wagner action noise (β, response standard deviation) on PDI score and session. `(1|ID)` captures subject-level variability. β is unconstrained (exponential link); prior: Normal(0, 0.3) on intercept.
241	action_models/pvl_igt_lr	action_models	pvl_igt_lr	true	PVL-Delta × IGT — Learning Rate vs. Clinical Group	pvl_igt	ahn_igt	learning_rate ~ clinical_group + (1 | subjID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	action_models.jl			Population-level hierarchical regression of the PVL-Delta learning rate (α ∈ [0,1]) on clinical group (healthy controls, heroin, amphetamine) in the Iowa Gambling Task. `(1|subjID)` models within-subject random intercepts across trials. Transformed via logistic link; LogitNormal prior on regression coefficients.
242	action_models/pvl_igt_reward	action_models	pvl_igt_reward	true	PVL-Delta × IGT — Reward Sensitivity vs. Clinical Group	pvl_igt	ahn_igt	reward_sensitivity ~ clinical_group + (1 | subjID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	action_models.jl			Population-level hierarchical regression of prospect-theoretic reward sensitivity (A ∈ [0,1], power parameter in utility transformation `u = |r|^A`) on clinical group in the Iowa Gambling Task. LogitNormal prior; logistic link.
243	action_models/pvl_igt_loss	action_models	pvl_igt_loss	true	PVL-Delta × IGT — Loss Aversion vs. Clinical Group	pvl_igt	ahn_igt	loss_aversion ~ clinical_group + (1 | subjID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	action_models.jl			Population-level hierarchical regression of loss aversion weight (w ∈ [0,∞], scales negative prospect values as `-w·|loss|^A`) on clinical group in the Iowa Gambling Task. Exponential link; LogNormal prior on regression coefficients.
244	action_models/pvl_igt_noise	action_models	pvl_igt_noise	true	PVL-Delta × IGT — Action Noise vs. Clinical Group	pvl_igt	ahn_igt	action_noise ~ clinical_group + (1 | subjID)			https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	action_models.jl			Population-level hierarchical regression of the softmax inverse temperature (β ∈ [0,∞]; higher → more deterministic deck choice) on clinical group in the Iowa Gambling Task. Exponential link; LogNormal prior on regression coefficients.
245	epidist/delay_naive	epidist	delay_naive	true	Delay Distribution — Naive Lognormal (No Bias Correction)	outbreak_delays	outbreak_aggregated	delay | weights(n) ~ 1			https://epidist.epinowcast.org/articles/epidist.html	synthetic	epidist.jl			Naive lognormal regression for delay distribution estimation (e.g. symptom onset to case notification). Does not account for interval censoring or right truncation of secondary events, producing estimates biased toward shorter delays. The `sigma` sub-model (`sigma ~ 1`) estimates the lognormal standard deviation on the log scale. Baseline model; compare with `:delay_marginal`.
246	epidist/delay_marginal	epidist	delay_marginal	true	Delay Distribution — Marginal Lognormal (Censoring + Truncation Corrected)	outbreak_delays	outbreak_aggregated	delay_lwr | weights(n) + vreal(relative_obs_time, pwindow, swindow, delay_upr) ~ 1			https://epidist.epinowcast.org/articles/epidist.html	synthetic	epidist.jl			Marginal lognormal model correcting for double interval censoring (primary and secondary event times observed only within daily windows) and right truncation (only cases with secondary event before `obs_time` are observable). Uses a custom `marginal_lognormal` brms family implemented via the `primarycensored` Stan library.  `vreal()` passes auxiliary real-valued data to the custom likelihood: observation cutoff, primary censoring window, secondary censoring window, and upper delay bound. The likelihood integrates over primary event time within the censoring window.
247	epinowcast/enw_basic	epinowcast	enw_basic	true	'Epinowcast — Basic: Geometric Random Walk + Lognormal Delay'	epinowcast_basic	hosp_triangle	enw_expectation(~0 + (1|day)) + enw_reference(~1, dist='lognormal')			https://package.epinowcast.org/articles/epinowcast.html	synthetic	epinowcast.jl			Default epinowcast model for nowcasting right-truncated hospitalization counts. `enw_expectation(~0 + (1|day))` models expected final counts via a geometric random walk (daily random intercepts on the log scale). `enw_reference(~1, dist='lognormal')` fits a static lognormal delay distribution shared across all reference dates. Negative-binomial observation model with overdispersion parameter φ.
248	epinowcast/enw_report_dow	epinowcast	enw_report_dow	true	Epinowcast — Report Day-of-Week Effects	epinowcast_basic	hosp_triangle	enw_expectation(~0 + (1|day)) + enw_reference(~1, dist='lognormal') + enw_report(~(1|day_of_week))			https://package.epinowcast.org/articles/epinowcast.html	synthetic	epinowcast.jl			Extends the basic model with a non-parametric report date effect: `enw_report(~(1|day_of_week))` adds random intercepts for day of the week of the report date, capturing systematic under-reporting on weekends. All other components identical to `:enw_basic`.
249	epinowcast/enw_np_reference	epinowcast	enw_np_reference	true	Epinowcast — Non-parametric Hazard Delay Model	epinowcast_basic	hosp_triangle	enw_expectation(~0 + (1|day)) + enw_reference(parametric=~0, non_parametric=~0+delay)			https://package.epinowcast.org/articles/model.html	synthetic	epinowcast.jl			Replaces the parametric lognormal delay with a fully non-parametric discrete-time hazard model. `enw_reference(parametric=~0, non_parametric=~0+delay)` estimates a separate baseline hazard for each delay value using a Cox proportional hazards formulation. More flexible than lognormal; useful when the delay distribution is multi-modal or irregular.
250	epinowcast/enw_age_reference	epinowcast	enw_age_reference	true	Epinowcast — Age-Stratified Hierarchical Delays	epinowcast_age	hosp_triangle_age	enw_expectation(~0 + (1|day_of_week) + (1|day:.group)) + enw_reference(~1 + (1|age_group)) + enw_report(~(1|day_of_week))			https://package.epinowcast.org/articles/germany-age-stratified-nowcasting.html	synthetic	epinowcast.jl			Hierarchical nowcast jointly modeling three age strata. `enw_expectation(...)` includes day-of-week and daily random effects per group (`.group` notation). `enw_reference(~1 + (1|age_group))` allows lognormal delay parameters to vary by age group via partial pooling. `enw_report(...)` accounts for weekend reporting dips shared across groups.
251	epinowcast/enw_age_week_reference	epinowcast	enw_age_week_reference	true	Epinowcast — Time-Varying Delay with Weekly Random Walk by Age Group	epinowcast_age	hosp_triangle_age	enw_expectation(~0 + (1|day_of_week) + (1|day:.group)) + enw_reference(~1 + (1|age_group) + rw(week, by=age_group)) + enw_report(~(1|day_of_week))			https://package.epinowcast.org/articles/germany-age-stratified-nowcasting.html	synthetic	epinowcast.jl			Extends `:enw_age_reference` with time-varying delay: `rw(week, by=age_group)` adds a weekly random walk on delay parameters independently per age group, capturing temporal changes in testing and reporting practices (e.g., shifts in test positivity or lab capacity) that affect different age groups differently.
252	epinowcast/enw_rt_renewal	epinowcast	enw_rt_renewal	true	Epinowcast — Renewal Process with Rt Estimation	epinowcast_rt	hosp_triangle	enw_expectation(r=~1+rw(week), generation_time=gt_pmf, observation=~1+(1|day_of_week)) + enw_reference(~1, dist='lognormal')			https://package.epinowcast.org/articles/single-timeseries-rt-estimation.html	synthetic	epinowcast.jl			Mechanistic renewal-process expectation model that jointly nowcasts and estimates the instantaneous reproduction number Rₜ. `r=~1+rw(week)` specifies a weekly random walk on log(Rₜ). `generation_time=gt_pmf` provides a fixed discretised generation time PMF (Gamma-derived). `observation=~1+(1|day_of_week)` models day-of-week ascertainment variation. `enw_reference(~1, dist='lognormal')` fits a static lognormal reporting delay.
253	epinowcast/bnc_empirical	epinowcast	bnc_empirical	false	Baseline Nowcast — Empirical Delay Estimation	baselinenowcast	hosp_triangle	baselinenowcast(scale_factor = 3, prop_delay = 0.5)			https://baselinenowcast.epinowcast.org/articles/baselinenowcast.html	synthetic	epinowcast.jl	true		Non-Bayesian baseline nowcasting method using empirical delay distributions estimated from historical data. Not a regression formula — specified by two procedural arguments: `scale_factor = 3` allocates 3× max-delay time points as training data; `prop_delay = 0.5` splits training data equally between delay estimation and uncertainty quantification (retrospective error). Outputs probabilistic draws over final counts. `baselinenowcast` is designed as a reference implementation for benchmarking Bayesian nowcasters like `epinowcast`.
254	rstanarm/mtcars_lm	rstanarm	mtcars_lm	true	Motor Trend Cars — Gaussian Linear Model	mtcars	mtcars	mpg ~ wt + am			https://mc-stan.org/rstanarm/articles/priors.html	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/mtcars.csv	rstanarm.jl			`stan_glm` with default weakly-informative priors (autoscaled Normal). Demonstrates how rstanarm's prior autoscaling adapts to predictor scale. Gaussian family, identity link.
255	rstanarm/clouds_lm	rstanarm	clouds_lm	true	Cloud Seeding — Regularized Linear Model (R² Prior)	clouds	clouds	rainfall ~ seeding * (sne + cloudcover + prewetness + echomotion) + time			https://mc-stan.org/rstanarm/articles/lm.html	https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/clouds.csv	rstanarm.jl			`stan_lm` with an R² prior on explained variance.  Full interaction model of cloud-seeding conditions.  Gaussian family, identity link.
256	rstanarm/womensrole_logit	rstanarm	womensrole_logit	true	Women's Role Survey — Logistic Regression	womensrole	womensrole	cbind(agree, disagree) ~ education + sex			https://mc-stan.org/rstanarm/articles/rstanarm.html	https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/womensrole.csv	rstanarm.jl			`stan_glm` binomial model of survey agreement with gender-role statements as a function of education and respondent sex.  Grouped binomial with logit link.
257	rstanarm/womensrole_quad	rstanarm	womensrole_quad	true	Women's Role Survey — Logistic with Quadratic Education	womensrole	womensrole	cbind(agree, disagree) ~ education + I(education^2) + sex			https://mc-stan.org/rstanarm/articles/rstanarm.html	https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/womensrole.csv	rstanarm.jl			Extends the linear education model with a quadratic term to capture diminishing effects at higher education levels.  Binomial / logit.
258	rstanarm/kidiq_hs	rstanarm	kidiq_hs	true	Child IQ — Maternal High-School Status	kidiq	kidiq	kid_score ~ mom_hs			https://mc-stan.org/rstanarm/articles/continuous.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv	rstanarm.jl			Baseline Gaussian model regressing child cognitive score on whether the mother completed high school.  Demonstrates default weakly-informative priors.
259	rstanarm/kidiq_iq	rstanarm	kidiq_iq	true	Child IQ — Maternal IQ	kidiq	kidiq	kid_score ~ mom_iq			https://mc-stan.org/rstanarm/articles/continuous.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv	rstanarm.jl			Regresses child test score on continuous maternal IQ; single continuous predictor. Gaussian / identity.
260	rstanarm/kidiq_both	rstanarm	kidiq_both	true	Child IQ — Maternal High-School Status and IQ	kidiq	kidiq	kid_score ~ mom_hs + mom_iq			https://mc-stan.org/rstanarm/articles/continuous.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv	rstanarm.jl			Additive model combining both maternal predictors.  Gaussian / identity.
261	rstanarm/kidiq_interaction	rstanarm	kidiq_interaction	true	Child IQ — Maternal High-School × IQ Interaction	kidiq	kidiq	kid_score ~ mom_hs * mom_iq			https://mc-stan.org/rstanarm/articles/continuous.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv	rstanarm.jl			Full interaction; the slope of maternal IQ on child score is allowed to differ by high-school completion status.  Gaussian / identity.
262	rstanarm/clotting_gamma	rstanarm	clotting_gamma	true	Blood Clotting Time — Gamma GLM	clotting	clotting	clot_time ~ log_plasma * lot_id			https://mc-stan.org/rstanarm/articles/continuous.html	synthetic	rstanarm.jl			`stan_glm` with Gamma family and inverse link, modelling blood clotting time as a function of log plasma concentration, thromboplastin lot, and their interaction. Classic Dobson (2002) §9.2 example.
263	rstanarm/wells_dist	rstanarm	wells_dist	true	Bangladesh Wells — Logistic (Distance Only)	wells	wells	switch ~ dist100			https://mc-stan.org/rstanarm/articles/binomial.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/wells.csv	rstanarm.jl			`stan_glm` logistic regression of household well-switching on distance to the nearest safe well (in units of 100 metres).  Binomial / logit.
264	rstanarm/wells_both	rstanarm	wells_both	true	Bangladesh Wells — Logistic (Distance + Arsenic)	wells	wells	switch ~ dist100 + arsenic			https://mc-stan.org/rstanarm/articles/binomial.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/wells.csv	rstanarm.jl			Adds arsenic level of the current well as a second predictor for switching. Binomial / logit.
265	rstanarm/roaches_poisson	rstanarm	roaches_poisson	true	Urban Roaches — Poisson Count Model	roaches	roaches	y ~ roach1 + treatment + senior + offset(log(exposure2))			https://mc-stan.org/rstanarm/articles/count.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/roaches.csv	rstanarm.jl			`stan_glm` Poisson regression for post-treatment roach trap counts, controlling for pre-treatment baseline and senior-housing status.  Trap-exposure days enter as a log offset.  Poisson / log.
