row_key	recovered_family	evidence_class	evidence_strength	authoritative_surface	authoritative_revision	authoritative_path_anchor	retrieved_at_utc	http_status	explicit_evidence	semantic_evidence	dataset_evidence	negative_evidence	decision_rationale
kruschke:censored_interval	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	25.qmd#L520-L569	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:1019 returns 'y2 | cens(cen2, y3) ~ 1' with no family. The exact y2 | cens(cen2,y3) ~ 1 model explicitly sets family = gaussian.	Historical BRM formula is 'y2 | cens(cen2, y3) ~ 1'. Authoritative formula/likelihood at 25.qmd#L520-L569 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 500 Normal(100,15) draws and columns y,y_na,y1,cen1,y2,y3,cen2 with thresholds 85/115 and five-unit intervals. The authoritative chapter also simulates Normal(100,15) censoring but current thresholds/data draws differ (notably 106); exact formula/censoring operators, not values, establish the model match.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:1019, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover Gaussian latent-value likelihood while preserving lower/upper interval censoring.
burkner_papers:epilepsy_simple	poisson	defensible-semantic-inference	medium-high	https://www.jstatsoft.org/article/view/v080i01; JSS supplementary replication code; brms repository; frozen BRM source	JSS 80(1) version of record and supplement; brms c48ec5fd973e365ec1352f631887b9994380d0c0; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	JSS supplement file 3513:425-446; brms:tests/testthat/tests.stancode.R:2321; BRM:scripts/examples/burkner_papers.jl:69-82; BRM:scripts/examples/burkner_papers.jl:69 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	JSS supplementary epilepsy fits explicitly pass family=poisson(); brms tests contain the exact simplified formula but omit family under the Gaussian API default, so the test is not family evidence.	The row is described as a simplified main-effects version of the paper's seizure-count Poisson GLMM; removing baseline covariates does not change the count likelihood.	Frozen loader URL returned HTTP 200: MASS::epil has 236 rows; original columns y,trt,base,age,V4,subject,period,lbase,lage; first y=5. Loader renames y to count and creates Trt,zBase,zAge,patient,visit.	No exact authoritative fit of count~Trt+(1|patient) with family=poisson was found; the exact formula in a stancode test would default Gaussian and must not be used as positive family evidence.	Poisson is a strong semantic recovery from the authoritative epilepsy model and discrete count schema, not an exact-call recovery.
burkner_papers:hetero_jss_quantile	asym_laplace	explicit-family-recovery	high	https://github.com/paul-buerkner/brms; https://www.jstatsoft.org/article/view/v080i01; local git object for BayesianRegressionModels.jl frozen revision	brms c48ec5fd973e365ec1352f631887b9994380d0c0; JSS 80(1); BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	brms:R/brm.R:414-417; BRM:scripts/examples/burkner_papers.jl:220-234; BRM:scripts/examples/burkner_papers.jl:220 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	Authoritative brms example uses the exact bf(y~x,quantile=0.25) and explicitly passes family=asym_laplace().	The 0.25 quantile parameter is a distributional parameter of the asymmetric Laplace quantile-regression family.	Frozen synthetic loader creates 100 rows with continuous y and x in {lo,hi}; generation uses group-specific Gaussian noise, but that generating distribution is not the fitted family.	The JSS paper page alone did not expose the exact call as searchable HTML; synthetic data generation must not be mistaken for family evidence.	Exact authoritative brms example explicitly recovers asym_laplace.
burkner_papers:rent99_spline	gaussian	explicit-family-recovery	high	https://journal.r-project.org/articles/RJ-2018-017/index.html; https://github.com/paul-buerkner/brms; local git object for BayesianRegressionModels.jl frozen revision	RJ-2018-017 version of record; brms c48ec5fd973e365ec1352f631887b9994380d0c0; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	RJ HTML code blocks cb18-cb22; brms:vignettes/brms_multilevel.ltx:267-341; brms:R/brm.R:449; BRM:scripts/examples/burkner_papers.jl; BRM:scripts/examples/burkner_papers.jl:307 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The article exact fit_rent1 call omits family; its printed summary states Family: gaussian(identity), and brm's API default is gaussian().	Tensor-product smooths and district intercepts model the Gaussian mean.	Frozen loader is synthetic: 3082 rows with numeric rentsqm,area,yearc and string district; it generates rentsqm = mu + sigma*randn. The article uses the real rent99 data with 3082 observations.	Frozen synthetic replacement is not the article dataset and is supporting only; no contradictory family evidence found.	Exact authoritative call/output and explicit API default recover gaussian.
burkner_papers:rent99_distr	gaussian	explicit-family-recovery	high	https://journal.r-project.org/articles/RJ-2018-017/index.html; https://github.com/paul-buerkner/brms; local git object for BayesianRegressionModels.jl frozen revision	RJ-2018-017 version of record; brms c48ec5fd973e365ec1352f631887b9994380d0c0; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	RJ HTML code blocks cb18-cb22; brms:vignettes/brms_multilevel.ltx:267-341; brms:R/brm.R:449; BRM:scripts/examples/burkner_papers.jl; BRM:scripts/examples/burkner_papers.jl:323 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The article exact bform/fit_rent2 call omits family; surrounding text explicitly calls sigma the scale parameter in Gaussian models, and brm's API default is gaussian().	The sigma subformula models Gaussian residual scale and does not introduce a second response family.	Frozen loader is synthetic: 3082 rows with numeric rentsqm,area,yearc and string district; it generates rentsqm = mu + sigma*randn. The article uses the real rent99 data with 3082 observations.	Frozen synthetic replacement is not the article dataset and is supporting only; no contradictory family evidence found.	Exact authoritative call/output and explicit API default recover gaussian.
action_models:rw_jget_lr	action_gaussian_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_jget.jl:70,85-110; src/premade_models/rescorla_wagner.jl:386-405,542; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:82 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The exact population Regression for learning_rate supplies logistic as inverse link. The exact JGET model is ActionModel(RescorlaWagner()); its continuous default Gaussian report returns Normal(expected_value, action_noise). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed response uses a Normal action likelihood, while the card formula maps covariates to latent learning_rate through a deterministic logistic link with Normal coefficient priors and Normal random effects.	Repository data: JGET trial CSV has 47,520 rows with trials,ID,session,outcome,response,confidence; first row 1,20,1,62,15.0,0.0953106029828632. Subject CSV has 198 rows and includes ID,session,pdi_total; first ID/session/pdi_total are 20/1/0.0535714285714286.	The formula itself has no standalone response distribution; Normal coefficient priors and random effects are not the recovered response family. Frozen loader downloads only the subject table, not the trial responses that supply the likelihood.	Recover the full-model observed likelihood as Normal, explicitly qualified by the linked latent-parameter regression; do not collapse the formula into a standalone Gaussian BRM.
action_models:rw_jget_noise	action_gaussian_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_jget.jl:70,85-110; src/premade_models/rescorla_wagner.jl:386-405,542; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:103 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The exact population Regression for action_noise supplies exp as inverse link. The exact JGET model is ActionModel(RescorlaWagner()); its continuous default Gaussian report returns Normal(expected_value, action_noise). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed response uses a Normal action likelihood, while the card formula maps covariates to latent action_noise through a deterministic exp link with Normal coefficient priors and Normal random effects.	Repository data: JGET trial CSV has 47,520 rows with trials,ID,session,outcome,response,confidence; first row 1,20,1,62,15.0,0.0953106029828632. Subject CSV has 198 rows and includes ID,session,pdi_total; first ID/session/pdi_total are 20/1/0.0535714285714286.	The formula itself has no standalone response distribution; Normal coefficient priors and random effects are not the recovered response family. Frozen loader downloads only the subject table, not the trial responses that supply the likelihood.	Recover the full-model observed likelihood as Normal, explicitly qualified by the linked latent-parameter regression; do not collapse the formula into a standalone Gaussian BRM.
action_models:pvl_igt_lr	action_categorical_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_igt.jl:56-110; src/premade_models/pvl_delta.jl:44-94; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:122 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The corrected authoritative tutorial contains the exact learning_rate Regression with logistic inverse link. PVLDelta computes softmax probabilities and explicitly returns Categorical(action_probabilities). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed deck choice is Categorical, while the card formula maps clinical_group to latent learning_rate through a deterministic logistic link with Normal coefficient priors and Normal random effects.	Repository data comprise 48 healthy, 43 heroin, and 38 amphetamine participants; tab files have trial,deck,gain,loss,subjID. First rows choose deck 3 with gain 50/loss 0. Frozen loader adds reward and clinical_group.	The frozen row cites docs/julia_files/C_premade_models/pvl_delta.jl, which loads only healthy controls and has no clinical_group regression. Exact formulas are in D_tutorials_examples/example_igt.jl. Formula has no standalone response family.	Recover the full-model observed likelihood as Categorical, explicitly qualified by the linked latent-parameter regression and corrected authoritative surface.
action_models:pvl_igt_reward	action_categorical_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_igt.jl:56-110; src/premade_models/pvl_delta.jl:44-94; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:140 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The corrected authoritative tutorial contains the exact reward_sensitivity Regression with logistic inverse link. PVLDelta computes softmax probabilities and explicitly returns Categorical(action_probabilities). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed deck choice is Categorical, while the card formula maps clinical_group to latent reward_sensitivity through a deterministic logistic link with Normal coefficient priors and Normal random effects.	Repository data comprise 48 healthy, 43 heroin, and 38 amphetamine participants; tab files have trial,deck,gain,loss,subjID. First rows choose deck 3 with gain 50/loss 0. Frozen loader adds reward and clinical_group.	The frozen row cites docs/julia_files/C_premade_models/pvl_delta.jl, which loads only healthy controls and has no clinical_group regression. Exact formulas are in D_tutorials_examples/example_igt.jl. Formula has no standalone response family.	Recover the full-model observed likelihood as Categorical, explicitly qualified by the linked latent-parameter regression and corrected authoritative surface.
action_models:pvl_igt_loss	action_categorical_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_igt.jl:56-110; src/premade_models/pvl_delta.jl:44-94; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:157 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The corrected authoritative tutorial contains the exact loss_aversion Regression with exp inverse link. PVLDelta computes softmax probabilities and explicitly returns Categorical(action_probabilities). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed deck choice is Categorical, while the card formula maps clinical_group to latent loss_aversion through a deterministic exp link with Normal coefficient priors and Normal random effects.	Repository data comprise 48 healthy, 43 heroin, and 38 amphetamine participants; tab files have trial,deck,gain,loss,subjID. First rows choose deck 3 with gain 50/loss 0. Frozen loader adds reward and clinical_group.	The frozen row cites docs/julia_files/C_premade_models/pvl_delta.jl, which loads only healthy controls and has no clinical_group regression. Exact formulas are in D_tutorials_examples/example_igt.jl. Formula has no standalone response family.	Recover the full-model observed likelihood as Categorical, explicitly qualified by the linked latent-parameter regression and corrected authoritative surface.
action_models:pvl_igt_noise	action_categorical_composite	explicit-family-recovery	high	https://github.com/ComputationalPsychiatry/ActionModels.jl; local git object for BayesianRegressionModels.jl frozen revision	ActionModels b9d80dd46d1719256a9f2abfca64e6c31c1c8e2a; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	ActionModels:docs/julia_files/D_tutorials_examples/example_igt.jl:56-110; src/premade_models/pvl_delta.jl:44-94; src/fitting_models/structs.jl:56-97; src/fitting_models/turing_model/population_models/glm_population_model.jl:248-293; BRM:scripts/examples/action_models.jl; BRM:scripts/examples/action_models.jl:174 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The corrected authoritative tutorial contains the exact action_noise Regression with exp inverse link. PVLDelta computes softmax probabilities and explicitly returns Categorical(action_probabilities). Regression stores formula/prior/inv_link only; linear_model returns inv_link.(eta) and contains no observation likelihood. The full create_model combines it with the action model.	This is composite: observed deck choice is Categorical, while the card formula maps clinical_group to latent action_noise through a deterministic exp link with Normal coefficient priors and Normal random effects.	Repository data comprise 48 healthy, 43 heroin, and 38 amphetamine participants; tab files have trial,deck,gain,loss,subjID. First rows choose deck 3 with gain 50/loss 0. Frozen loader adds reward and clinical_group.	The frozen row cites docs/julia_files/C_premade_models/pvl_delta.jl, which loads only healthy controls and has no clinical_group regression. Exact formulas are in D_tutorials_examples/example_igt.jl. Formula has no standalone response family.	Recover the full-model observed likelihood as Categorical, explicitly qualified by the linked latent-parameter regression and corrected authoritative surface.
epinowcast:enw_np_reference	negative_binomial	explicit-family-recovery	strong	historical BRM source scripts/examples/epinowcast.jl; official epinowcast model article https://package.epinowcast.org/articles/model.html; upstream epinowcast source https://github.com/epinowcast/epinowcast	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; epinowcast=a5b5ecdfedf588649a0b704739cd5d522954861f	scripts/examples/epinowcast.jl:153-171; R/epinowcast.R:165-167; model.html observation-model section	2026-07-28T22:56:15Z	model.html=200; upstream-git=ok	The upstream default model constructor sets enw_obs(family="negbin"); the official model article states that the default observation model is negative binomial and gives its likelihood.	The row changes only expectation/reference-delay modules and does not supply an alternative obs module, so the explicit default observation family applies.	Historical loader emits cumulative confirm counts by reference/report date from lognormal delays, which has count support but cannot select Poisson versus negative binomial.	Catalog family metadata is blank; its synthetic final counts are deterministic trend plus discrete jitter, not negative-binomial draws; the cited delay claim is itself mismatched because ~0+delay is linear rather than one free hazard per delay.	Recover negative binomial from the authoritative default, independently of the weak synthetic generator and the inaccurate delay-description claim.
epinowcast:enw_age_reference	negative_binomial	explicit-family-recovery	strong	historical BRM source scripts/examples/epinowcast.jl; official age-stratified article https://package.epinowcast.org/articles/germany-age-stratified-nowcasting.html; official model article https://package.epinowcast.org/articles/model.html; upstream epinowcast source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; epinowcast=a5b5ecdfedf588649a0b704739cd5d522954861f	scripts/examples/epinowcast.jl:174-193; R/epinowcast.R:165-167; model.html observation-model section	2026-07-28T22:56:15Z	age-article=200; model.html=200; upstream-git=ok	The upstream model constructor explicitly defaults to enw_obs(family="negbin"), and the official model article identifies negative binomial as the default observation family.	Age, expectation, reference-delay, and report-day modules alter predictors but the recovered specification does not override the observation module.	Synthetic age-stratified loader has cumulative nonnegative confirm counts and age groups, supporting count-valued observations only.	Catalog family metadata is blank; the loader uses deterministic base/sinusoid counts plus uniform integer jitter and lognormal delays, not a negative-binomial generator.	The family is explicit in the authoritative default and remains orthogonal to the age/reference formula composition.
epinowcast:enw_age_week_reference	negative_binomial	explicit-family-recovery	strong	historical BRM source scripts/examples/epinowcast.jl; official age-stratified article https://package.epinowcast.org/articles/germany-age-stratified-nowcasting.html; official model article https://package.epinowcast.org/articles/model.html; upstream epinowcast source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; epinowcast=a5b5ecdfedf588649a0b704739cd5d522954861f	scripts/examples/epinowcast.jl:195-213; R/epinowcast.R:165-167; model.html observation-model section	2026-07-28T22:56:15Z	age-article=200; model.html=200; upstream-git=ok	The authoritative default is enw_obs(family="negbin"); the official model article explicitly documents that negative-binomial observation model.	The added weekly random walk is a reference-delay predictor and does not override the observation family.	Synthetic age-stratified loader provides cumulative integer counts by report delay and age group, compatible with a count likelihood.	Catalog family metadata is blank; its loader is not a negative-binomial generator and therefore is not independent family evidence.	Use the explicit upstream observation default; do not infer the family from the delayed-count table alone.
rstanarm:clouds_lm	gaussian	explicit-family-recovery	high	https://github.com/stan-dev/rstanarm; local git object for BayesianRegressionModels.jl frozen revision	rstanarm 97fdba425ea0bd280c25928f118d247e617f43ae; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	rstanarm:vignettes/lm.Rmd:205-229; rstanarm:R/stan_lm.R:126-160; BRM:scripts/examples/rstanarm.jl:194-201; BRM:scripts/examples/rstanarm.jl:194 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	The exact call is stan_lm with the catalog formula; stan_lm stores family=gaussian() explicitly at R/stan_lm.R:160.	R2 priors regularize explained variance but do not change the Gaussian linear-model likelihood.	Frozen loader URL returned HTTP 200: clouds has 24 rows and seeding,time,sne,cloudcover,prewetness,echomotion,rainfall; first rainfall=12.85.	No contradictory family evidence found.	Exact authoritative function and call explicitly recover gaussian.
rstanarm:kidiq_hs	gaussian	explicit-family-recovery	high	https://github.com/stan-dev/rstanarm; local git object for BayesianRegressionModels.jl frozen revision	rstanarm 97fdba425ea0bd280c25928f118d247e617f43ae; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	rstanarm:vignettes/continuous.Rmd:115-117; rstanarm:R/stan_glm.R:196-200; BRM:scripts/examples/rstanarm.jl; BRM:scripts/examples/rstanarm.jl:246 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	post1 explicitly passes family=gaussian(link='identity'); post2-post4 are update(post1, formula=...), so they retain that family.	Changing predictors or adding an interaction does not change the inherited Gaussian response model.	Package-owned rstanarm data/kidiq.rda is 434x4 with kid_score,mom_hs,mom_iq,mom_age; first row is 65,1,121.117528602603,27.	Frozen Rdatasets URL https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv returned HTTP 404 and is absent from current Rdatasets; package object supplied schema support.	Explicit initial family and exact update lineage recover gaussian for each formula.
rstanarm:kidiq_iq	gaussian	explicit-family-recovery	high	https://github.com/stan-dev/rstanarm; local git object for BayesianRegressionModels.jl frozen revision	rstanarm 97fdba425ea0bd280c25928f118d247e617f43ae; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	rstanarm:vignettes/continuous.Rmd:118; rstanarm:R/stan_glm.R:196-200; BRM:scripts/examples/rstanarm.jl; BRM:scripts/examples/rstanarm.jl:261 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	post1 explicitly passes family=gaussian(link='identity'); post2-post4 are update(post1, formula=...), so they retain that family.	Changing predictors or adding an interaction does not change the inherited Gaussian response model.	Package-owned rstanarm data/kidiq.rda is 434x4 with kid_score,mom_hs,mom_iq,mom_age; first row is 65,1,121.117528602603,27.	Frozen Rdatasets URL https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv returned HTTP 404 and is absent from current Rdatasets; package object supplied schema support.	Explicit initial family and exact update lineage recover gaussian for each formula.
rstanarm:kidiq_both	gaussian	explicit-family-recovery	high	https://github.com/stan-dev/rstanarm; local git object for BayesianRegressionModels.jl frozen revision	rstanarm 97fdba425ea0bd280c25928f118d247e617f43ae; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	rstanarm:vignettes/continuous.Rmd:119; rstanarm:R/stan_glm.R:196-200; BRM:scripts/examples/rstanarm.jl; BRM:scripts/examples/rstanarm.jl:276 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	post1 explicitly passes family=gaussian(link='identity'); post2-post4 are update(post1, formula=...), so they retain that family.	Changing predictors or adding an interaction does not change the inherited Gaussian response model.	Package-owned rstanarm data/kidiq.rda is 434x4 with kid_score,mom_hs,mom_iq,mom_age; first row is 65,1,121.117528602603,27.	Frozen Rdatasets URL https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv returned HTTP 404 and is absent from current Rdatasets; package object supplied schema support.	Explicit initial family and exact update lineage recover gaussian for each formula.
rstanarm:kidiq_interaction	gaussian	explicit-family-recovery	high	https://github.com/stan-dev/rstanarm; local git object for BayesianRegressionModels.jl frozen revision	rstanarm 97fdba425ea0bd280c25928f118d247e617f43ae; BRM 05c3f465e7987e8d7caa7e214fedddd90415a922	rstanarm:vignettes/continuous.Rmd:120; rstanarm:R/stan_glm.R:196-200; BRM:scripts/examples/rstanarm.jl; BRM:scripts/examples/rstanarm.jl:290 @ 05c3f465e7987e8d7caa7e214fedddd90415a922	2026-07-28T23:01:07Z	200	post1 explicitly passes family=gaussian(link='identity'); post2-post4 are update(post1, formula=...), so they retain that family.	Changing predictors or adding an interaction does not change the inherited Gaussian response model.	Package-owned rstanarm data/kidiq.rda is 434x4 with kid_score,mom_hs,mom_iq,mom_age; first row is 65,1,121.117528602603,27.	Frozen Rdatasets URL https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/kidiq.csv returned HTTP 404 and is absent from current Rdatasets; package object supplied schema support.	Explicit initial family and exact update lineage recover gaussian for each formula.
vasishth:n400_uncorr	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L597-L650	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:147 returns 'n400 ~ c_cloze + (c_cloze || subj)' with no family. Model assumption 1 says N400 averages are normally distributed; the exact uncorrelated varying-slope brm follows.	Historical BRM formula is 'n400 ~ c_cloze + (c_cloze || subj)'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L597-L650 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs a synthetic 40x80 crossed dataset with schema n400,c_cloze,subj,item. Authoritative bcogsci::df_eeg has 2,863 rows and schema subj,cloze,item,n400,cloze_ans,N (first row 1,0,1,7.08,0,44), with c_cloze derived in book code. Values/design are not the BRM synthetic replacement.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:147, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:n400_corr	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L852-L872	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:164 returns 'n400 ~ c_cloze + (c_cloze | subj)' with no family. The chapter retains the explicit normal N400 likelihood and fits the exact correlated varying-slope formula.	Historical BRM formula is 'n400 ~ c_cloze + (c_cloze | subj)'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L852-L872 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs a synthetic 40x80 crossed dataset with schema n400,c_cloze,subj,item. Authoritative bcogsci::df_eeg has 2,863 rows and schema subj,cloze,item,n400,cloze_ans,N (first row 1,0,1,7.08,0,44), with c_cloze derived in book code. Values/design are not the BRM synthetic replacement.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:164, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:n400_crossed	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L892-L1024	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:181 returns 'n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item)' with no family. The chapter explicit normal likelihood carries into the exact subject-and-item crossed model.	Historical BRM formula is 'n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item)'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L892-L1024 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs a synthetic 40x80 crossed dataset with schema n400,c_cloze,subj,item. Authoritative bcogsci::df_eeg has 2,863 rows and schema subj,cloze,item,n400,cloze_ans,N (first row 1,0,1,7.08,0,44), with c_cloze derived in book code. Values/design are not the BRM synthetic replacement.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:181, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
