source_fidelity_first_pass	inferred_translation_note	family_audit_dataset_evidence	source_fidelity_verdict	family_audit_evidence_strength	source_line	renderer_family_provenance	probe_id	renderer_family_claim	family_discrepancy	family_adapter_clean_reviewed_sha	family_audit_authoritative_revision	formula_support	family_adapter_canonical_sha	dimension	failure_stage	descriptor_mount_contract	source_path	formula_claim_matches_return	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	brmi_eval	dataset_claim	exact_current_brm_body	warmuphmc_draws	dataset_receipt_statuses	data_only_citation	family_adapter_validation_sha	source_fidelity_manual_reviewed	stan_transpile	family_description_claim	family_audit_evidence_class	family_adapter_control_tier	descriptor	inferred_current_brm_body	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	historical_sha	source_correction_with_evidence	receipt_evidence_anchor	semantic_route_note	receipt_http_status	data_shape_assumptions	warmuphmc	row_source_claim	source_fidelity_reason	inferred_family_provenance	semantic_route	exact_surface_secondary_gap	family_audit_negative_evidence	probe_evidence_from_row	log_density	exact_surface_support_class	exact_evidence_kind	stan_data_sha256	family_support	failure_evidence	exact_probe_id	inferred_translation_status	receipt_body_sha256	source	family_audit_http_status	bridgestan_instantiate	row_key	exact_capability_tier	dataset_support	brmi_parse	stanc	family_adapter_control_scope	stan_code_sha256	family_audit_explicit_evidence	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_adapter_landed_applies	family_metadata_claim	receipt_retrieved_at	key	deployed	family_audit_semantic_evidence	exact_translation_note	probe_evidence_kind	family_audit_decision_rationale	inferred_surface_support_class	dataset_receipt_urls	inferred_surface_secondary_gap	formula_claim	family_audit_authoritative_surface	inferred_family	inferred_capability_tier	row_index
adapted-but-defensible	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		mismatch		239	CatalogServer_default_unsubstantiated	eb96fda1c41710fe	gaussian	renderer-default-unsubstantiated; inference happens to agree			partial_semantic_terms:4/4		7		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	radon			reachable-data-or-description	false		true	pass	gaussian			pass	loc ~ floor + log_u + (1|county)\nlog(sigma) ~ 1\nlog_radon ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/radon_example.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922	Use log_radon ~ 0 + floor + log_u + (0 + floor | county), or cite a separate random-intercept-only adaptation.	radon_example: county-predictor model block containing log_u and 0 + floor | county	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/radon_example.html	The cited model retains county-specific floor effects together with log uranium; the catalog drops the county-varying floor component and keeps only a county intercept.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		22	-3.8069883206128132	historical-semantics-unresolved	not-probed	28c680f53e605ef263fa164d528e713e47523371a78bf5e330569a7c4bf688eb	explicit_token_present			ready	8ef807a88bd293b86636285eca82f476d175186bae5307ae2e30d30ebe6ff09f	bambi		pass	bambi:radon_county_pred	unresolved-family	name_or_key_present	pass	pass		5ca014d4696093f88712ff8490ee41f6161213fd84da15d6afd2999088c89824		Radon — County-Level Uranium Predictor	log_radon ~ floor + log_u + (1|county)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.610088+00:00	radon_county_pred	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://raw.githubusercontent.com/pymc-devs/pymc-examples/main/examples/data/srrs2.dat		log_radon ~ floor + log_u + (1|county)		gaussian	bridgestan-finite-density-gradient	11
confirmed	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		confirmed		272	CatalogServer_default_unsubstantiated	f300aae241e42e94	gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present		6		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	strack_rrr			reachable-data-or-description	false		false	pass	gaussian			pass	loc ~ condition + (1|uid)\nlog(sigma) ~ 1\nvalue ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/Strack_RRR_re_analysis.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=19; matched_terms=effects,random,rrr,strack; context_sha256=50939f31cfe51883	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/Strack_RRR_re_analysis.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		24	-7.817384082920588	historical-semantics-unresolved	not-probed	9fb4180ccbc6793e6530af494bc42ac9863b628ee28eaa3da4029b54caea14be	explicit_token_present			ready	5f00a46661437bc2c863ee3f93eefa739def1e7b8b5bf91a145b7082b3aa61ed	bambi		pass	bambi:strack_rrr_simple	unresolved-family	name_or_key_present	pass	pass		a9bb78235ba2acfdccd14b6865ee54299358736f62d7126b94d9af08ed153a12		Strack RRR — Simple Random Effects	value ~ condition + (1|uid)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.539671+00:00	strack_rrr_simple	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://github.com/bambinos/bambi		value ~ condition + (1|uid)		gaussian	bridgestan-finite-density-gradient	12
confirmed	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		confirmed		288	CatalogServer_default_unsubstantiated	49e10b0e231ac524	gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present		16		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	strack_rrr			reachable-data-or-description	false		false	pass	gaussian			pass	loc ~ condition + age + gender + (1|uid) + (condition|study) + (condition|stimulus)\nlog(sigma) ~ 1\nvalue ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/Strack_RRR_re_analysis.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=382; matched_terms=effects,random,rrr,strack,study; context_sha256=d386e40b775e9b1f	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/Strack_RRR_re_analysis.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		26	-2.5583030664754682	historical-semantics-unresolved	not-probed	825f5f0ff797fcf95022ab2df9f19c339ecaa0f37e83417e322812873d186043	explicit_token_present			ready	5f00a46661437bc2c863ee3f93eefa739def1e7b8b5bf91a145b7082b3aa61ed	bambi		pass	bambi:strack_rrr_full	unresolved-family	name_or_key_present	pass	pass		79c859151228b600220b2b7f10cc872ac060416ad414807b604416944045a195		Strack RRR — Full Crossed Random Effects	value ~ condition + age + gender + (1|uid) + (condition|study) + (condition|stimulus)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.539671+00:00	strack_rrr_full	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://github.com/bambinos/bambi		value ~ condition + age + gender + (1|uid) + (condition|study) + (condition|stimulus)		gaussian	bridgestan-finite-density-gradient	13
confirmed	three-way/chained `*` expansion cannot be represented by current binary raw-column `&`; prederive the exact interaction/design columns		confirmed		321	CatalogServer_default_unsubstantiated		gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	shooter			reachable-data-or-description	false		false	not-run	gaussian			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=2232; matched_terms=object,rate,shooter,subject,target,task; context_sha256=86af394f5bbb0f20	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	446a4d28141a9e801d04dd212140c443fa160e5f80c19d2a51ee3f48b77c3252	bambi		not-run	bambi:shooter_rate_simple	unresolved-family	name_or_key_present	not-run	not-run				Shooter Task — Rate (No Target Effect)	rate ~ S(race) * S(object) + (S(race) * S(object) | subject)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.610539+00:00	shooter_rate_simple	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv		rate ~ S(race) * S(object) + (S(race) * S(object) | subject)		gaussian	semantic-rewrite	14
confirmed	three-way/chained `*` expansion cannot be represented by current binary raw-column `&`; prederive the exact interaction/design columns		confirmed		337	CatalogServer_default_unsubstantiated		gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	shooter			reachable-data-or-description	false		false	not-run	gaussian			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=2232; matched_terms=object,rate,shooter,subject,target,task; context_sha256=86af394f5bbb0f20	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	446a4d28141a9e801d04dd212140c443fa160e5f80c19d2a51ee3f48b77c3252	bambi		not-run	bambi:shooter_rate_target	unresolved-family	name_or_key_present	not-run	not-run				Shooter Task — Rate (With Target Effect)	rate ~ S(race) * S(object) + (S(race) * S(object) | subject) + (S(object) | target)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.610539+00:00	shooter_rate_target	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv		rate ~ S(race) * S(object) + (S(race) * S(object) | subject) + (S(object) | target)		gaussian	semantic-rewrite	15
confirmed	three-way/chained `*` expansion cannot be represented by current binary raw-column `&`; prederive the exact interaction/design columns		confirmed		353	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	shooter			reachable-data-or-description	false		false	not-run	bernoulli			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=2232; matched_terms=object,shoot,shooter,subject,target,task; context_sha256=8202f0c340178976	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	446a4d28141a9e801d04dd212140c443fa160e5f80c19d2a51ee3f48b77c3252	bambi		not-run	bambi:shooter_binary	unresolved-family	name_or_key_present	not-run	not-run				Shooter Task — Binary Shoot Decision	shoot_or_not[shoot] ~ S(race)*S(object) + (S(race)*S(object) | subject) + (S(object) | target)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.610539+00:00	shooter_binary	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv		shoot_or_not[shoot] ~ S(race)*S(object) + (S(race)*S(object) | subject) + (S(object) | target)		bernoulli	semantic-rewrite	16
unverifiable	explicit Bernoulli-logit likelihood		unverifiable		390	CatalogServer_default_unsubstantiated	94080b000d8beca3	gaussian	renderer-default-contradicts semantic inference			insufficient_terms:0/0		2		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	fixed_random			synthetic-no-external-receipt	false		false	pass	bernoulli			pass	log_odds ~ x + z\ny ~ BernoulliLogit(log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/fixed_random.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=0; matched_terms=effects,fixed,model,random; context_sha256=3ee34c860228943a	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/fixed_random.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		34	-8.317766166719343	historical-semantics-unresolved	not-probed	08d1619285d63cadc966690f7f7b90728f1bb9fe775aa52eeee6b2d759d8b329	explicit_token_present			ready	d4bce0eae68bcb51665e67733fcd6b6842aa9790cbae90236b42613b2ee4e49e	bambi		pass	bambi:fixed_random_naive	unresolved-family	name_or_key_present	pass	pass		796f6253cff10172da33f605c950e641d3b4cf3fda07044106acb7d8383714ce		Fixed/Random Effects — Naive Model	y ~ x + z	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.553523+00:00	fixed_random_naive	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		y ~ x + z		bernoulli	bridgestan-finite-density-gradient	17
confirmed	explicit Bernoulli-logit likelihood		confirmed		405	CatalogServer_default_unsubstantiated	845d72471ba99ef7	gaussian	renderer-default-contradicts semantic inference			exact_text_present		4		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	fixed_random			synthetic-no-external-receipt	false		false	pass	bernoulli			pass	log_odds ~ 0 + group + x + z\ny ~ BernoulliLogit(log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/fixed_random.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=617; matched_terms=effects,fixed,group,model,random; context_sha256=487827b296c417c8	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/fixed_random.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		36	-8.317766166719343	historical-semantics-unresolved	not-probed	c82590ed1dfcf6a3fd987ba0eb7bd4721e3ae2e68854faca0bc0b07b8556e7a8	explicit_token_present			ready	d4bce0eae68bcb51665e67733fcd6b6842aa9790cbae90236b42613b2ee4e49e	bambi		pass	bambi:fixed_random_fe	unresolved-family	name_or_key_present	pass	pass		45602a63779662937bdcbbe62edff9de140ae90b6bceae8ac0875b3d385e1231		Fixed/Random Effects — Fixed Effects Model	y ~ 0 + C(group) + x + z	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.553523+00:00	fixed_random_fe	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	synthetic		y ~ 0 + C(group) + x + z		bernoulli	bridgestan-finite-density-gradient	18
confirmed	explicit Bernoulli-logit likelihood		confirmed		420	CatalogServer_default_unsubstantiated	126e85a74fc6645b	gaussian	renderer-default-contradicts semantic inference			exact_text_present		6		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	fixed_random			synthetic-no-external-receipt	false		false	pass	bernoulli			pass	log_odds ~ x + z + (1|group)\ny ~ BernoulliLogit(log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/fixed_random.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=617; matched_terms=effects,fixed,group,model,random; context_sha256=487827b296c417c8	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/fixed_random.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		38	-8.317766166719343	historical-semantics-unresolved	not-probed	50fde2b851ade1187a3b1105c2359cf22443fff37f1f294e21419438bff12d82	explicit_token_present			ready	d4bce0eae68bcb51665e67733fcd6b6842aa9790cbae90236b42613b2ee4e49e	bambi		pass	bambi:fixed_random_re	unresolved-family	name_or_key_present	pass	pass		993b9b4885dddfd45ef6af8b3abb9856e7ef64f0ac30ac04892661b0f10aa164		Fixed/Random Effects — Random Effects Model	y ~ x + z + (1|group)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.553523+00:00	fixed_random_re	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		y ~ x + z + (1|group)		bernoulli	bridgestan-finite-density-gradient	19
confirmed	explicit Bernoulli-logit likelihood		confirmed		435	CatalogServer_default_unsubstantiated	62d1aebc981f4219	gaussian	renderer-default-contradicts semantic inference			exact_text_present		7		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	fixed_random			synthetic-no-external-receipt	false		false	pass	bernoulli			pass	log_odds ~ x + z + xbar + (1|group)\ny ~ BernoulliLogit(log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/fixed_random.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=617; matched_terms=effects,fixed,group,mundlak,random; context_sha256=487827b296c417c8	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/fixed_random.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		40	-8.317766166719343	historical-semantics-unresolved	not-probed	a6e2fad6e2fc6afc50041652816562f5a45d099dfa213d25729430137c55903f	explicit_token_present			ready	d4bce0eae68bcb51665e67733fcd6b6842aa9790cbae90236b42613b2ee4e49e	bambi		pass	bambi:fixed_random_mundlak	unresolved-family	name_or_key_present	pass	pass		544297fc465c12ca5954d1d817d5ff6ec1d102ad5e4efd47c9b808dc70add3b5		Fixed/Random Effects — Mundlak Machine	y ~ x + z + xbar + (1|group)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.553523+00:00	fixed_random_mundlak	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		y ~ x + z + xbar + (1|group)		bernoulli	bridgestan-finite-density-gradient	20
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		467	CatalogServer_default_unsubstantiated	a458f12f272bf78b	gaussian	renderer-default-unsubstantiated; inference happens to agree			insufficient_terms:0/0		2		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	t_regression			synthetic-no-external-receipt	false		false	pass	gaussian			pass	loc ~ x\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/t_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=0; matched_terms=regression,robust; context_sha256=9d343ef506cff257	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/t_regression.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		42	-7.817384082920588	historical-semantics-unresolved	not-probed	28d5c8d51b2b49c4c2a58cd6c4a4a15574427da8e534c122c6b752d742c27e19	explicit_token_present			ready	c314d1505674bdaa1c461cf48d0c3d38237511b38efee0442992e21c6203afa0	bambi		pass	bambi:t_regression_gaussian	unresolved-family	name_or_key_present	pass	pass		bd16d2c179883196a07e5ee5e7a599683a0864a3a90ee56902e8c65676bffac3		Robust Regression — Gaussian Family	y ~ x	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.615046+00:00	t_regression_gaussian	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		y ~ x		gaussian	bridgestan-finite-density-gradient	21
